1674247530.4256482,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-65.8
1674247530.4256482,58:BF:25:93:7C:88,,00:04:4b:84:44:74,-74.0
1674247530.4256482,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-56.8
1674247532.2890532,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-72.8
1674247533.4808624,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-56.8
1674247533.4808624,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-74.4
1674247533.4808624,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-66.4
1674247535.365251,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-73.2
1674247536.5573754,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-74.8
1674247536.5573754,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-57.0
1674247536.5573754,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-66.6
1674247538.4261742,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-76.6
1674247539.6162214,58:BF:25:93:7C:88,,f0:65:ae:2f:c5:d5,-60.6
1674247539.6162214,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-67.0
1674247539.6162214,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.0
1674247541.5000508,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-76.8
1674247542.6878338,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-74.6
1674247542.6878338,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-66.4
1674247542.6878338,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-61.6
1674247544.5643342,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-77.2
1674247545.763273,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-61.2
1674247545.763273,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-74.6
1674247545.763273,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-65.0
1674247547.6346745,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-78.4
1674247548.8230343,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-74.6
1674247548.8230343,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-61.6
1674247548.8230343,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-63.6
1674247550.714785,0C:B8:15:F3:68:DC,,f0:65:ae:2f:c5:d5,-77.2
1674247551.8922362,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-73.8
1674247551.8922362,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-61.0
1674247551.8922362,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-64.4
1674247553.778311,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-73.6
1674247554.9481564,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-64.2
1674247554.9481564,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-58.0
1674247554.9481564,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-73.8
1674247556.8456826,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-74.8
1674247558.0135908,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-63.0
1674247558.0135908,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-57.0
1674247558.0135908,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-73.8
1674247559.9152076,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-73.4
1674247561.0879004,58:BF:25:93:7C:88,,00:04:4b:84:44:74,-75.6
1674247561.0879004,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-57.4
1674247561.0879004,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-63.0
1674247562.995069,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-71.2
1674247564.1603038,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-57.2
1674247564.1603038,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-64.2
1674247564.1603038,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.4
1674247566.0685499,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-73.2
1674247566.0685499,0C:B8:15:F3:68:DC,ESP32-Simon-01,58:bf:25:93:7c:8a,-87.2
1674247567.2247882,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.6
1674247567.2247882,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-57.6
1674247569.1336286,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-72.8
1674247569.1336286,0C:B8:15:F3:68:DC,ESP32-Simon-01,58:bf:25:93:7c:8a,-86.8
1674247570.288276,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-55.6
1674247570.288276,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.0
1674247570.288276,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-63.2
1674247572.19872,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-72.0
1674247573.361889,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.4
1674247573.361889,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-52.8
1674247573.361889,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-63.8
1674247575.281977,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-73.0
1674247575.281977,0C:B8:15:F3:68:DC,ESP32-Simon-01,58:bf:25:93:7c:8a,-86.4
1674247576.4367409,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-74.0
1674247576.4367409,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-49.8
1674247576.4367409,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-64.2
1674247578.3516073,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-73.8
1674247578.3516073,0C:B8:15:F3:68:DC,ESP32-Simon-01,58:bf:25:93:7c:8a,-85.4
1674247579.4997005,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-73.8
1674247579.4997005,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-48.4
1674247579.4997005,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-63.8
1674247581.471578,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-70.6
1674247581.471578,0C:B8:15:F3:68:DC,ESP32-Simon-01,58:bf:25:93:7c:8a,-86.8
1674247582.5723612,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-46.2
1674247582.5723612,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-74.0
1674247582.5723612,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-61.8
1674247584.5392745,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-73.2
1674247585.6454353,58:BF:25:93:7C:88,ESP32-Maxim,0c:b8:15:f3:68:de,-89.4
1674247585.6454353,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-74.4
1674247585.6454353,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-47.2
1674247588.6886187,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.4
1674247588.6886187,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-47.4
1674247588.6886187,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-61.6
1674247590.6715117,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-73.0
1674247591.7775168,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-63.0
1674247591.7775168,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.6
1674247591.7775168,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-47.6
1674247593.7315116,0C:B8:15:F3:68:DC,,f0:65:ae:2f:c5:d5,-73.0
1674247593.7315116,0C:B8:15:F3:68:DC,ESP32-Simon-01,58:bf:25:93:7c:8a,-90.0
1674247594.8349302,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-65.0
1674247594.8349302,58:BF:25:93:7C:88,ESP32-Maxim,0c:b8:15:f3:68:de,-89.2
1674247594.8349302,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-45.8
1674247594.8349302,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.0
1674247596.794483,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-71.0
1674247597.9209728,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-74.4
1674247597.9209728,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-64.8
1674247597.9209728,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-46.4
1674247599.847116,0C:B8:15:F3:68:DC,ESP32-Simon-01,58:bf:25:93:7c:8a,-88.0
1674247599.847116,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-71.0
1674247600.9926202,58:BF:25:93:7C:88,ESP32-Maxim,0c:b8:15:f3:68:de,-87.0
1674247600.9926202,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-65.0
1674247600.9926202,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-77.8
1674247600.9926202,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-46.4
1674247602.9133809,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-71.0
